Product Title,Product Price,Product Asin,Product URL
"Elite Gourmet EDB-302BF Countertop Double Cast Iron Burner, 1500 Watts Electric Hot Plate, Temperature Controls, Power Indicator Lights, Easy to Clean, Black",$59.56,B00C8C5I8M,https://www.amazon.com/Elite-Cuisine-EDB-302BF-Temperature-Indicator/dp/B00C8C5I8M/ref=sr_1_40?m=A3DQZEP4SGW5UA&qid=1699704017&s=merchant-items&sr=1-40
Trojan Pleasure Variety Pack Lubricated Condoms - 12 Count,$59.56,B00477OXKA,https://www.amazon.com/TROJAN-Pleasure-Pack-Latex-Condoms/dp/B00477OXKA/ref=sr_1_41?m=A3DQZEP4SGW5UA&qid=1699704017&s=merchant-items&sr=1-41
"Logitech for Creators Blue Yeti USB Microphone for Gaming, Streaming, Podcasting, Twitch, YouTube, Discord, Recording for PC and Mac, 4 Polar Patterns, Studio Quality Sound, Plug & Play-Blackout",$59.56,B00N1YPXW2,https://www.amazon.com/Logitech-Creators-Condenser-Microphone-988-000100/dp/B00N1YPXW2/ref=sr_1_42?m=A3DQZEP4SGW5UA&qid=1699704017&s=merchant-items&sr=1-42
HEMPZ Body Lotion - Sweet Pineapple and Honey Melon - Daily Moisturizing Cream - 17oz,$59.56,B01BPN6KG8,https://www.amazon.com/Hempz-Natural-Herbal-Body-Moisturizer/dp/B01BPN6KG8/ref=sr_1_43?m=A3DQZEP4SGW5UA&qid=1699704017&s=merchant-items&sr=1-43
"Permatex 80078 Anti-Seize Lubricant With Brush Top Bottle Prevents Galling, Corrosion, Seizing, Refined Blend Aluminum, Copper, And Graphite Lubricants For Spark Plugs 8 oz",$59.56,B000FW7VGE,https://www.amazon.com/Permatex-80078-Anti-Seize-Lubricant-Bottle/dp/B000FW7VGE/ref=sr_1_44?m=A3DQZEP4SGW5UA&qid=1699704017&s=merchant-items&sr=1-44
"TP-Link TL-SG1005P, 5 Port Gigabit PoE Switch, 4 PoE+ Ports @65W, Desktop, Plug & Play, Sturdy Metal w/ Shielded Ports, Fanless, QoS & IGMP Snooping,black",$59.56,B076HZFY3F,https://www.amazon.com/TP-Link-Compliant-Shielded-Optimization-TL-SG1005P/dp/B076HZFY3F/ref=sr_1_45?m=A3DQZEP4SGW5UA&qid=1699704017&s=merchant-items&sr=1-45
"Brother Genuine DR730 Drum Unit, Up To 12,000 Page Yield",$59.56,B075X6C6WS,https://www.amazon.com/Brother-Genuine-DR730-Seamless-Integration/dp/B075X6C6WS/ref=sr_1_46?m=A3DQZEP4SGW5UA&qid=1699704017&s=merchant-items&sr=1-46
"Hape Beaded Raindrops | Mini Wooden Musical Shake & Rattle Rainmaker Toy, Blue, Model Number: E0328B ,L: 2, W: 2, H: 7.9 inch",$59.56,B011IIJUB2,https://www.amazon.com/Hape-Beaded-Raindrops-Musical-Rainmaker/dp/B011IIJUB2/ref=sr_1_47?m=A3DQZEP4SGW5UA&qid=1699704017&s=merchant-items&sr=1-47
Logitech K350 Wave Ergonomic Keyboard with Unifying Wireless Technology - Black,$59.56,B002MMY4WY,https://www.amazon.com/Logitech-K350-2-4Ghz-Wireless-Keyboard/dp/B002MMY4WY/ref=sr_1_48?m=A3DQZEP4SGW5UA&qid=1699704017&s=merchant-items&sr=1-48
Logitech G513 Carbon LIGHTSYNC RGB Mechanical Gaming Keyboard with GX Brown switches (Tactile),$170.87,B07Z5Q6GJT,https://www.amazon.com/Logitech-Lightsync-Mechanical-Gaming-Keyboard/dp/B07Z5Q6GJT/ref=sr_1_49?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-49
Acer Nitro Gen 2 Wired Gaming Keyboard - RGB Illuminated Keyboard | 100% Anti-Ghosting (N-Key Rollover) | Mechanical Axis | Ergonomic Arc Keycaps | Embedded Multimedia Keys,$170.87,B0BT83HPSL,https://www.amazon.com/Acer-Nitro-Wired-Gaming-Keyboard/dp/B0BT83HPSL/ref=sr_1_50?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-50
Neon Knight NKTWS Low Latency Wireless Bluetooth(R) Gaming Earbuds 300 Hours Standby Waterproof Rated for True Wireless Gaming,$170.87,B0BDMPGSSS,https://www.amazon.com/Neon-Knight-NKTWS-Bluetooth-Waterproof/dp/B0BDMPGSSS/ref=sr_1_51?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-51
"Hyperkin ""Squire"" Premium Controller for Genesis/ MegaRetroN HD",$170.87,B07M8DWCKV,https://www.amazon.com/Hyperkin-Premium-Controller-Genesis-MegaRetroN-sega/dp/B07M8DWCKV/ref=sr_1_52?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-52
"Acer Predator Cestus 335 Gaming Mouse with PixArt 3370 Sensor, Adjustable DPI Settings & 16.8 Million RGB Color Lighting Combinations",$170.87,B09FTZLX9D,https://www.amazon.com/Acer-Predator-Adjustable-Settings-Combinations/dp/B09FTZLX9D/ref=sr_1_53?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-53
Dr. Shrink DS.BCAP DS-BCAP Bottom Cap,$170.87,B004Y7FO7E,https://www.amazon.com/Dr-Shrink-DS-BCAP-Bottom-Cap/dp/B004Y7FO7E/ref=sr_1_54?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-54
"Logitech M325S Mouse, Red",$170.87,B0BGS3ZJCV,https://www.amazon.com/Logitech-M325S-Mouse-Wireless-Red/dp/B0BGS3ZJCV/ref=sr_1_55?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-55
Hyperkin 6 ft. Extension Cable for SNES Classic Edition/ NES Classic Edition/ Wii U/ Wii,$170.87,B01MRHQT5Q,https://www.amazon.com/Hyperkin-Extension-Classic-nintendo-entertainment-system/dp/B01MRHQT5Q/ref=sr_1_56?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-56
"Armor3 ""Nuport"" Wireless BT Adapter for Nintendo Switch/PC Compatible with GameCube/Wii/Super NES Classic Edition/Controllers",$170.87,B07YMHDWKS,https://www.amazon.com/Wireless-Adapter-Nintendo-Compatible-GameCube-Controllers/dp/B07YMHDWKS/ref=sr_1_57?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-57
Tomee Cable Adapter for Xbox 360 Power Supply to Xbox One (Original Model) - Xbox One,$170.87,B08R69G9GZ,https://www.amazon.com/Tomee-Cable-Adapter-Power-Supply-Original/dp/B08R69G9GZ/ref=sr_1_58?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-58
Hyperkin EVA Hard Shell Carrying Case for Nintendo Switch Lite (White/Turquoise),$170.87,B07W9955Z4,https://www.amazon.com/Hyperkin-Shell-Carrying-Nintendo-Switch-Turquoise/dp/B07W9955Z4/ref=sr_1_59?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-59
"N Code 55 10"" Radius Curve (6)",$170.87,B0006O7Q7K,https://www.amazon.com/Code-55-10-Radius-Curve/dp/B0006O7Q7K/ref=sr_1_60?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-60
Adesso iMouse X5 RGB Illuminated Gaming Mouse - Optical - Cable - USB - 6400 dpi - Scroll Wheel - 7 Button(s) - Right-Handed Only,$170.87,B08X3NM48B,https://www.amazon.com/Adesso-iMouse-X5-Illuminated-Gaming/dp/B08X3NM48B/ref=sr_1_61?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-61
"N Code 55 Nickel Silver 18.75"" Radius Full Curve Track (6)",$170.87,B0006O7QK2,https://www.amazon.com/Atlas-Nickel-Silver-18-75-Radius/dp/B0006O7QK2/ref=sr_1_62?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-62
Armor3 Travel Kit for Nintendo Switch Lite,$170.87,B07Y15XFWM,https://www.amazon.com/Armor3-Travel-Kit-Nintendo-Switch-Lite/dp/B07Y15XFWM/ref=sr_1_63?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-63
Dometic SeaStar Cable Clip DS 035531,$170.87,B000N9VG4C,https://www.amazon.com/Dometic-SeaStar-Cable-Clip-035531/dp/B000N9VG4C/ref=sr_1_64?m=A3DQZEP4SGW5UA&qid=1699704019&s=merchant-items&sr=1-64
"Verbatim Charging Stand with 4 x 800mAh Rechargable Battery Packs for use with Xbox Controllers Xbox Series X, Xbox Series S, Xbox One X, Xbox One S",$35.25,B092KSK65R,https://www.amazon.com/Verbatim-Charging-Rechargable-Battery-Controllers/dp/B092KSK65R/ref=sr_1_65?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-65
Supersonic IQ-480G - Green Pro-Wired Gaming Headset with Lights (Green),$35.25,B0932W1TP2,https://www.amazon.com/Supersonic-IQ-480G-Pro-Wired-Gaming-Headset/dp/B0932W1TP2/ref=sr_1_66?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-66
"Bionik BNK-9015 Rapid Charge Kit for Nintendo Switch, Black, Blue/red (DRMBNK9015)",$35.25,B0764VMVCX,https://www.amazon.com/Bionik-Nintendo-Battery-Charger-DRMBNK9015/dp/B0764VMVCX/ref=sr_1_67?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-67
"Taylor Made 93076 Nylon Officer Flag, 12"" x 18"" - Commodore , Blue",$35.25,B0053HR1CK,https://www.amazon.com/Taylor-Made-93076-Nylon-Officer/dp/B0053HR1CK/ref=sr_1_68?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-68
"Adesso RGB Programmable Mechanical Gaming Keyboard with Detachable Magnetic Palmrest, 108 Keys, Black",$35.25,B07ZJPN6F1,https://www.amazon.com/Adesso-EasyTouch-Programmable-Mechanical-Detachable/dp/B07ZJPN6F1/ref=sr_1_69?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-69
"Adesso Xtream G1 - Gaming Headphones with Noise Cancelling Microphone and LED Lighting for PC, PS4, Xbox, Nintendo Switch, and Laptops, Black",$35.25,B07J3YLW4T,https://www.amazon.com/Adesso-Xtream-G1-Headphones-Cancelling/dp/B07J3YLW4T/ref=sr_1_70?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-70
US2 Adapter Cable/MKR-US2-10—Lowrance,$35.25,B00005JD6I,https://www.amazon.com/Atari-1852060-Adapter-Cable-MKR-US2-10-Lowrance/dp/B00005JD6I/ref=sr_1_71?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-71
"VisionTek OCPC MR44 Wired Gaming Mouse, RGB, 16000 DPI, PixArt 3389 Sensor, Programmable Macro Buttons for Windows and Mac - 901541",$35.25,B0BPN4TL7M,https://www.amazon.com/VisionTek-Gaming-Programmable-Buttons-Windows/dp/B0BPN4TL7M/ref=sr_1_72?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-72
"VisionTek OCPC KR1 Wired Premium Mechanical Gaming Keyboard, Per-Key RGB Lighting, Gateron red Linear Switch - 901540",$35.25,B0BPN4DK1M,https://www.amazon.com/VisionTek-Premium-Mechanical-Keyboard-Lighting/dp/B0BPN4DK1M/ref=sr_1_73?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-73
"Mirage Pet Products Paw Blue Rhinestone Bandana, Large, White",$35.25,B0000959D2,https://www.amazon.com/Mirage-Pet-Products-Rhinestone-Bandana/dp/B0000959D2/ref=sr_1_74?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-74
WINEGARD SWMD30 Multi-Switch Kit,$35.25,B07H3FTR7G,https://www.amazon.com/Winegard-Co-SWMD30/dp/B07H3FTR7G/ref=sr_1_75?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-75
Hyperkin EVA Hard Shell Carrying Case for Dualsense (PS5) (White) - PlayStation 5,$35.25,B08W3MW49N,https://www.amazon.com/Hyperkin-Hard-Shell-Carrying-Dualsense-White/dp/B08W3MW49N/ref=sr_1_76?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-76
"Naxa NG-5001A 4-in-One Professional Gaming Combo with Full-Size LED Backlit Keyboard, Wired Mouse, Headphones, and Mouse Pad, Red",$35.25,B09JDHK6RR,https://www.amazon.com/Naxa-Professional-Keyboard44-Headphones-Mousepad44/dp/B09JDHK6RR/ref=sr_1_77?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-77
6-27346914-WM-NK,$35.25,B00X0XBTB8,https://www.amazon.com/CWR-10-6-27346914-WM-NK/dp/B00X0XBTB8/ref=sr_1_78?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-78
Allstar ALL22243 Steel Sheet 4x10 White 24ga,$35.25,B005JUX4JK,https://www.amazon.com/ALLSTAR-PERFORMANCE-22243-Steel-Sheet/dp/B005JUX4JK/ref=sr_1_79?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-79
"Mirage Pet Products Be Thankful for Me Screen Print Pet Hoodies Black, Small",$35.25,B0000AV34D,https://www.amazon.com/Mirage-Pet-Products-Thankful-Hoodies/dp/B0000AV34D/ref=sr_1_80?m=A3DQZEP4SGW5UA&qid=1699704021&s=merchant-items&sr=1-80
"Sharp EL-1801V Ink Printing Calculator, Fluorescent Display, AC, Off-White",$91.32,B000085BB3,https://www.amazon.com/Sharp-EL-1801V-Two-Color-Printing-Calculator/dp/B000085BB3/ref=sr_1_81?m=A3DQZEP4SGW5UA&qid=1699704024&s=merchant-items&sr=1-81
